date,t,cp_location,cp_location_norm,cp_score
2020-04-23,5109,5088.997789141017,0.952486231380135,0.9990746035291547
2020-04-24,5110,5100.467231611484,0.4539413518341029,0.9240045405419073
2020-04-27,5111,5100.4777387763925,0.5010600582670252,0.8933352889002071
2020-04-28,5112,5100.484455269817,0.5483592728658637,0.847415270018619
2020-04-29,5113,5100.476135900505,0.5963744809283266,0.9048112265097312
2020-04-30,5114,5100.442134133833,0.645612660293669,0.907750708213555
2020-05-01,5115,5100.162187457714,0.7065625020136178,0.896000261649454
2020-05-04,5116,5105.538309065001,0.4981757588094687,0.8080875243126409
2020-05-05,5117,5109.124823830838,0.37500838900771105,0.8284689192465765
2020-05-06,5118,5107.813856346978,0.4850544596676974,0.7614549450346533
2020-05-07,5119,5107.807505723622,0.5329759179227646,0.797921166597112
2020-05-08,5120,5104.161521826372,0.7542132463632221,0.7598684438458454
2020-05-11,5121,5101.129159845927,0.9462304835273071,0.6611353072221733
2020-05-12,5122,5119.024340297038,0.14169808109342003,0.7009899274577767
2020-05-13,5123,5119.051867977425,0.18800628678928616,0.7438048321152644
2020-05-14,5124,5116.7026274373675,0.34749393155392944,0.7964914448246012
2020-05-15,5125,5116.685799896134,0.39591429066028166,0.7298155549212153
2020-05-18,5126,5117.402333511641,0.40941268992186713,0.8645644762712269
2020-05-19,5127,5117.149110363324,0.4690899826988416,0.8873530745185352
2020-05-20,5128,5119.048931761316,0.42624134469921654,0.8323048943562273
2020-05-21,5129,5119.037434129545,0.4744078985931126,0.8221259091318678
2020-05-22,5130,5116.819342964855,0.6276503350068846,0.7832514022919403
2020-05-26,5131,5116.619030458885,0.6848080733864099,0.8163126518856817
2020-05-27,5132,5116.60977012935,0.7328680890785628,0.9310010131818394
2020-05-28,5133,5122.290151704792,0.5099927759622785,0.5023449589092969
2020-05-29,5134,5123.499416712147,0.50002777561206,0.647153305003175
2020-06-01,5135,5123.8951386276685,0.5288029224919748,0.5358771825683477
2020-06-02,5136,5126.685765178824,0.44353499148456604,0.8364739438103966
2020-06-03,5137,5126.9992080321035,0.4762281889474512,0.8152331338936458
2020-06-04,5138,5126.972660919984,0.5251113847626541,0.7737627362878305
2020-06-05,5139,5138.13903310661,0.04099842349474091,0.9577434863015448
2020-06-08,5140,5129.649697292808,0.4928715574853327,0.8306082656307834
2020-06-09,5141,5130.008628032172,0.523398665134664,0.8563085036033096
