Date,Settle
1999-12-31,61.092185974121094
2000-01-03,61.33013153076172
2000-01-04,56.69021987915039
2000-01-05,56.09535598754883
2000-01-06,56.868675231933594
2000-01-07,65.19672393798828
2000-01-10,64.48289489746094
2000-01-11,63.59060287475586
2000-01-12,63.41214370727539
2000-01-13,62.22241973876953
2000-01-14,63.94751739501953
2000-01-18,62.162933349609375
2000-01-19,60.97321319580078
2000-01-20,58.89120101928711
2000-01-21,58.236854553222656
2000-01-24,55.85741424560547
2000-01-25,56.987648010253906
2000-01-26,58.53428649902344
2000-01-27,59.24811935424805
2000-01-28,61.15167236328125
2000-01-31,63.05522537231445
2000-02-01,61.50859069824219
2000-02-02,61.68704605102539
2000-02-03,62.22241973876953
2000-02-04,61.56807327270508
2000-02-07,61.15167236328125
2000-02-08,60.675785064697266
2000-02-09,59.486061096191406
2000-02-10,58.415313720703125
2000-02-11,57.10662078857422
2000-02-14,58.1773681640625
2000-02-15,59.06966018676758
2000-02-16,60.4973258972168
2000-02-17,60.43783950805664
2000-02-18,56.868675231933594
2000-02-22,57.04713439941406
2000-02-23,57.04713439941406
2000-02-24,55.0840950012207
2000-02-25,53.89437484741211
2000-02-28,53.59694290161133
2000-02-29,54.48923110961914
2000-03-01,48.77857208251953
2000-03-02,50.16162109375
2000-03-03,49.016517639160156
2000-03-06,44.198143005371094
2000-03-07,41.40230178833008
2000-03-08,45.44735336303711
2000-03-09,51.15801239013672
2000-03-10,49.84931945800781
2000-03-13,48.48114013671875
2000-03-14,45.62580871582031
2000-03-15,48.06473922729492
2000-03-16,53.00208282470703
2000-03-17,50.92007064819336
2000-03-20,50.38469314575195
2000-03-21,50.682125091552734
2000-03-22,51.99081802368164
2000-03-23,53.29951095581055
2000-03-24,52.34773635864258
2000-03-27,51.99081802368164
2000-03-28,52.407222747802734
2000-03-29,55.0840950012207
2000-03-30,54.48923110961914
2000-03-31,54.370262145996094
2000-04-03,58.712745666503906
2000-04-04,63.05522537231445
2000-04-05,61.33013153076172
2000-04-06,57.5825080871582
2000-04-07,56.630733489990234
2000-04-10,58.415313720703125
2000-04-11,61.15167236328125
2000-04-12,61.68704605102539
2000-04-13,63.29317092895508
2000-04-14,60.31886672973633
2000-04-17,61.74653244018555
2000-04-18,61.98447799682617
2000-04-19,48.48114013671875
2000-04-20,47.58884811401367
2000-04-24,47.11296081542969
2000-04-25,48.30268478393555
2000-04-26,49.07600021362305
2000-04-27,49.7303466796875
2000-04-28,49.90880584716797
2000-05-01,49.016517639160156
2000-05-02,49.07600021362305
2000-05-03,48.30268478393555
2000-05-04,49.5518913269043
2000-05-05,50.32521057128906
2000-05-08,51.514930725097656
2000-05-09,51.03904342651367
2000-05-10,51.09852981567383
2000-05-11,50.80109786987305
2000-05-12,51.81235885620117
2000-05-15,53.00208282470703
2000-05-16,53.71591567993164
2000-05-17,54.07283020019531
2000-05-18,54.07283020019531
2000-05-19,54.31077575683594
2000-05-22,54.727176666259766
2000-05-23,54.60820388793945
2000-05-24,54.07283020019531
2000-05-25,53.180538177490234
2000-05-26,53.53745651245117
2000-05-30,53.53745651245117
2000-05-31,52.407222747802734
2000-06-01,50.74161148071289
2000-06-02,48.421653747558594
2000-06-05,48.897544860839844
2000-06-06,49.90880584716797
2000-06-07,50.02777862548828
2000-06-08,49.07600021362305
2000-06-09,49.19497299194336
2000-06-12,49.5518913269043
2000-06-13,50.682125091552734
2000-06-14,51.87184524536133
2000-06-15,52.407222747802734
2000-06-16,50.56315231323242
2000-06-19,52.34773635864258
2000-06-20,50.682125091552734
2000-06-21,51.514930725097656
2000-06-22,51.15801239013672
2000-06-23,51.27698516845703
2000-06-26,51.63390350341797
2000-06-27,53.53745651245117
2000-06-28,51.67851638793945
2000-06-29,55.0840950012207
2000-06-30,55.441009521484375
2000-07-03,54.96512222290039
2000-07-05,56.09535598754883
2000-07-06,55.441009521484375
2000-07-07,55.203067779541016
2000-07-10,55.976383209228516
2000-07-11,55.85741424560547
2000-07-12,53.31438446044922
2000-07-13,51.395957946777344
2000-07-14,52.228763580322266
2000-07-17,52.39234924316406
2000-07-18,50.503665924072266
2000-07-19,49.84931945800781
2000-07-20,48.5257568359375
2000-07-21,47.64833450317383
2000-07-24,47.58884811401367
2000-07-25,46.458614349365234
2000-07-26,45.44735336303711
2000-07-27,48.06473922729492
2000-07-28,47.8267936706543
2000-07-31,49.1354866027832
2000-08-01,49.5518913269043
2000-08-02,50.682125091552734
2000-08-03,51.57441711425781
2000-08-04,49.84931945800781
2000-08-07,49.59650421142578
2000-08-08,48.88267135620117
2000-08-09,49.49240493774414
2000-08-10,48.77857208251953
2000-08-11,48.49601364135742
2000-08-14,48.183712005615234
2000-08-15,50.32521057128906
2000-08-16,49.7303466796875
2000-08-17,50.44417953491211
2000-08-18,48.540626525878906
2000-08-21,51.09852981567383
2000-08-22,52.466705322265625
2000-08-23,53.41848373413086
2000-08-24,53.180538177490234
2000-08-25,53.71591567993164
2000-08-28,52.764137268066406
2000-08-29,50.92007064819336
2000-08-30,50.56315231323242
2000-08-31,50.45905303955078
2000-09-01,50.682125091552734
2000-09-05,50.44417953491211
2000-09-06,48.48114013671875
2000-09-07,48.30268478393555
2000-09-08,49.16522979736328
2000-09-11,49.31394577026367
2000-09-12,49.80470657348633
2000-09-13,49.7303466796875
2000-09-14,50.74161148071289
2000-09-15,50.8605842590332
2000-09-18,50.92007064819336
2000-09-19,52.228763580322266
2000-09-20,53.13592529296875
2000-09-21,53.7754020690918
2000-09-22,55.262550354003906
2000-09-25,54.6528205871582
