Date,Settle
1999-12-31,64.1102066040039
2000-01-03,64.52767181396484
2000-01-04,62.261451721191406
2000-01-05,64.70658111572266
2000-01-06,65.24332427978516
2000-01-07,71.5052490234375
2000-01-10,69.41793823242188
2000-01-11,69.65648651123047
2000-01-12,71.02815246582031
2000-01-13,71.32633972167969
2000-01-14,70.72996520996094
2000-01-18,67.56917572021484
2000-01-19,68.22518920898438
2000-01-20,69.59684753417969
2000-01-21,69.1197509765625
2000-01-24,67.03244018554688
2000-01-25,67.62881469726562
2000-01-26,69.47757720947266
2000-01-27,70.72996520996094
2000-01-28,72.87690734863281
2000-01-31,75.02385711669922
2000-02-01,73.29437255859375
2000-02-02,73.35401153564453
2000-02-03,72.75763702392578
2000-02-04,71.62451934814453
2000-02-07,71.80343627929688
2000-02-08,71.98234558105469
2000-02-09,68.10591888427734
2000-02-10,65.8396987915039
2000-02-11,62.261451721191406
2000-02-14,63.03673553466797
2000-02-15,62.6192741394043
2000-02-16,62.5
2000-02-17,60.35305404663086
2000-02-18,59.16030502319336
2000-02-22,62.5
2000-02-23,60.23377990722656
2000-02-24,59.16030502319336
2000-02-25,57.43082046508789
2000-02-28,58.74284362792969
2000-02-29,58.74284362792969
2000-03-01,57.25190734863281
2000-03-02,56.536258697509766
2000-03-03,54.86641311645508
2000-03-06,53.91221237182617
2000-03-07,51.467079162597656
2000-03-08,54.21039962768555
2000-03-09,58.325382232666016
2000-03-10,56.83444595336914
2000-03-13,54.389312744140625
2000-03-14,53.91221237182617
2000-03-15,57.072994232177734
2000-03-16,62.02289962768555
2000-03-17,59.875953674316406
2000-03-20,58.80248260498047
2000-03-21,61.009063720703125
2000-03-22,61.48616409301758
2000-03-23,59.9952278137207
2000-03-24,58.921756744384766
2000-03-27,58.325382232666016
2000-03-28,58.74284362792969
2000-03-29,61.068702697753906
2000-03-30,61.12834167480469
2000-03-31,59.279579162597656
2000-04-03,63.6927490234375
2000-04-04,64.58731079101562
2000-04-05,65.1240463256836
2000-04-06,62.559635162353516
2000-04-07,62.5
2000-04-10,63.334922790527344
2000-04-11,64.22948455810547
2000-04-12,61.90362548828125
2000-04-13,62.798187255859375
2000-04-14,60.651241302490234
2000-04-17,61.48616409301758
2000-04-18,63.21564865112305
2000-04-19,65.8396987915039
2000-04-20,66.55534362792969
2000-04-24,68.64265441894531
2000-04-25,69.17938995361328
2000-04-26,68.64265441894531
2000-04-27,68.22518920898438
2000-04-28,66.3167953491211
2000-05-01,64.46803283691406
2000-05-02,66.0782470703125
2000-05-03,65.18368530273438
2000-05-04,64.1102066040039
2000-05-05,66.0782470703125
2000-05-08,66.67462158203125
2000-05-09,65.78005981445312
2000-05-10,64.885498046875
2000-05-11,65.1240463256836
2000-05-12,65.00476837158203
2000-05-15,66.43606567382812
2000-05-16,67.74809265136719
2000-05-17,66.61498260498047
2000-05-18,66.7342529296875
2000-05-19,69.1197509765625
2000-05-22,69.00048065185547
2000-05-23,70.43177795410156
2000-05-24,71.20706176757812
2000-05-25,71.2667007446289
2000-05-26,71.14742279052734
2000-05-30,71.56488800048828
2000-05-31,71.20706176757812
2000-06-01,69.1197509765625
2000-06-02,65.78005981445312
2000-06-05,66.01860809326172
2000-06-06,66.40625
2000-06-07,67.27098846435547
2000-06-08,66.13787841796875
2000-06-09,66.67462158203125
2000-06-12,66.7342529296875
2000-06-13,70.0739517211914
2000-06-14,69.59684753417969
2000-06-15,69.47757720947266
2000-06-16,67.74809265136719
2000-06-19,68.76192474365234
2000-06-20,67.62881469726562
2000-06-21,69.1197509765625
2000-06-22,67.98664093017578
2000-06-23,69.29866027832031
2000-06-26,70.84923553466797
2000-06-27,70.84923553466797
2000-06-28,70.61068725585938
2000-06-29,70.71504974365234
2000-06-30,73.1154556274414
2000-07-03,72.96636199951172
2000-07-05,73.6521987915039
2000-07-06,71.9227066040039
2000-07-07,70.96851348876953
2000-07-10,71.44561004638672
2000-07-11,71.2667007446289
2000-07-12,70.02922058105469
2000-07-13,65.95896911621094
2000-07-14,64.16984558105469
2000-07-17,64.28912353515625
2000-07-18,63.334922790527344
2000-07-19,62.261451721191406
2000-07-20,61.12834167480469
2000-07-21,60.83015441894531
2000-07-24,66.37643432617188
2000-07-25,67.65863800048828
2000-07-26,66.79389190673828
2000-07-27,69.0302963256836
2000-07-28,69.44776153564453
2000-07-31,68.37428283691406
2000-08-01,70.70014190673828
2000-08-02,71.56488800048828
2000-08-03,71.77361297607422
2000-08-04,70.43177795410156
2000-08-07,69.68630981445312
2000-08-08,69.04520416259766
2000-08-09,67.33062744140625
2000-08-10,68.19537353515625
2000-08-11,69.08993530273438
2000-08-14,69.50739288330078
2000-08-15,69.89503479003906
2000-08-16,70.25286102294922
2000-08-17,70.5510482788086
2000-08-18,68.7022933959961
2000-08-21,68.58301544189453
2000-08-22,69.17938995361328
2000-08-23,68.94084167480469
2000-08-24,69.17938995361328
2000-08-25,69.59684753417969
2000-08-28,69.14957427978516
2000-08-29,67.927001953125
2000-08-30,67.86736297607422
2000-08-31,66.68952941894531
2000-09-01,66.01860809326172
2000-09-05,64.06548309326172
2000-09-06,62.97710037231445
2000-09-07,64.16984558105469
2000-09-08,64.43821716308594
2000-09-11,64.82585906982422
2000-09-12,64.60221862792969
2000-09-13,65.19859313964844
2000-09-14,64.46803283691406
2000-09-15,64.1102066040039
2000-09-18,64.05057525634766
2000-09-19,65.18368530273438
2000-09-20,64.7811279296875
2000-09-21,66.91316986083984
2000-09-22,69.83540344238281
2000-09-25,68.94084167480469
2000-09-26,67.03244018554688
