date,t,cp_location,cp_location_norm,cp_score
2016-07-12,4157,4090.986136524009,0.523919551396754,0.7817666064669112
2016-07-13,4158,4090.98342398458,0.5318775874239684,0.8116034817402951
2016-07-14,4159,4090.9848692603305,0.5398026249180121,0.8339342940701663
2016-07-15,4160,4050.044665381268,0.8726613858629539,0.9863929236067425
2016-07-18,4161,4090.978083098553,0.5557294992178348,0.772780267909865
2016-07-19,4162,4090.9774269635327,0.5636712145751372,0.7728377357681224
2016-07-20,4163,4090.9740856621643,0.5716342407764741,0.8027951098038308
2016-07-21,4164,4090.976260181536,0.5795534906227304,0.7971514945066498
2016-07-22,4165,4090.985676907599,0.5874152626381024,0.823917192796596
2016-07-25,4166,4065.9596782076073,0.7939708078761323,0.9833056604214784
2016-07-26,4167,4065.959339242846,0.8019100060091587,0.9866629408445976
2016-07-27,4168,4065.974908779073,0.8097229461978346,0.9895615089038554
2016-07-28,4169,4090.9844918705053,0.6191706994404342,0.8407584079333018
2016-07-29,4170,4108.995224666296,0.484164883600825,0.5665538525377549
2016-08-01,4171,4108.9998885429795,0.49206437664301955,0.5537966180953879
2016-08-02,4172,4108.997404877486,0.5000205962104312,0.555960912654085
2016-08-03,4173,4109.119043775316,0.5069917160689228,0.5747330932464161
2016-08-04,4174,4064.308302086273,0.8705690310613237,0.9190659383867719
2016-08-05,4175,4139.353530629646,0.2829084870662998,0.9999999951567449
2016-08-08,4176,4139.00705379074,0.2935948111845998,0.9999999971579244
2016-08-09,4177,4139.003431141111,0.30156007030864346,0.9999999966923601
2016-08-10,4178,4139.016718186188,0.30939112550644465,0.9999999932951307
2016-08-11,4179,4139.025039824722,0.3172615886926848,0.9999999897634078
2016-08-12,4180,4139.002833856209,0.3253743344745335,0.9999999906169532
2016-08-15,4181,4139.0125958989975,0.3332333658809725,0.9999999804100635
2016-08-16,4182,4139.26757708287,0.3391462136280155,0.9999999781281171
2016-08-17,4183,4139.001244764427,0.3491964701235976,0.9999999801044435
2016-08-18,4184,4139.004500747435,0.3571071369251224,0.9999999644326987
2016-08-19,4185,4139.01237179509,0.36498117622944387,0.9999999376500185
2016-08-22,4186,4139.004383481113,0.3729810834832293,0.9999999184635394
2016-08-23,4187,4173.241873499104,0.10919148016583922,0.9999999998599496
2016-08-24,4188,4139.006656853309,0.3888360567197673,0.9999997914420353
2016-08-25,4189,4139.329934787862,0.39420686676300054,0.9999996606159713
2016-08-26,4190,4139.012722015196,0.40466093638733147,0.9999995300787082
2016-08-29,4191,4139.2292097316185,0.41087928784429734,0.9999992817686852
2016-08-30,4192,4139.117186737085,0.4197048671659927,0.999999949077776
2016-08-31,4193,4139.281171042262,0.42633991236299973,0.999999918241599
2016-09-01,4194,4139.261725958899,0.43443074635794643,0.999999844453637
2016-09-02,4195,4139.261580370704,0.44236840975631747,0.999999687660705
2016-09-06,4196,4139.256952447303,0.4503416472436281,0.9999995670993064
2016-09-07,4197,4139.000878992291,0.46031048418816434,0.999999335398416
2016-09-08,4198,4139.075387186105,0.4676556572531332,0.9999987519985096
2016-09-09,4199,4139.275678907017,0.4740025483570063,0.9999988111442875
2016-09-12,4200,4139.269855522856,0.48198527362812515,0.9999978995566511
2016-09-13,4201,4139.093792775565,0.4913191049558341,0.9999981478643168
2016-09-14,4202,4139.315598274519,0.49749525178952947,0.9999982790058637
2016-09-15,4203,4139.281169619288,0.5057050030215202,0.9999982933136647
2016-09-16,4204,4143.945842892006,0.476620294507888,0.9998910960195918
2016-09-19,4205,4173.024925855433,0.2537704297187846,0.9999998410466325
2016-09-20,4206,4139.013094088829,0.5316421104061163,0.9999980321809563
2016-09-21,4207,4139.2560110774775,0.5376507057343054,0.9999963890918587
2016-09-22,4208,4139.2723548172,0.5454575014507952,0.999993102824416
2016-09-23,4209,4139.278034985106,0.5533489286896318,0.9999871811415779
2016-09-26,4210,4172.987256598074,0.29375193176131703,0.9999979472516372
2016-09-27,4211,4172.981549391555,0.30173373498766004,0.9999967250423908
2016-09-28,4212,4172.968127487377,0.3097767659731953,0.9999946229841461
2016-09-29,4213,4172.989525949852,0.31754344484244706,0.999995878067623
2016-09-30,4214,4172.983878607428,0.32552477295692167,0.9999952807158105
2016-10-03,4215,4172.983277391419,0.33346605244905875,0.9999937218337147
2016-10-04,4216,4172.975947518208,0.34146073398247495,0.9999888075424066
2016-10-05,4217,4172.959705712352,0.349526145140064,0.9999954975789164
2016-10-06,4218,4172.954027028143,0.3575077219988637,0.9999921401248014
2016-10-07,4219,4172.946978219875,0.36550017285813624,0.9999856062526157
2016-10-10,4220,4172.924654585532,0.37361385249577655,0.9999827623158111
2016-10-11,4221,4172.970377728035,0.381187478348931,0.9999919704768462
2016-10-12,4222,4172.9838000203845,0.38901746015567873,0.9999892955254106
2016-10-13,4223,4172.973540021716,0.39703539665304793,0.999986098406531
2016-10-14,4224,4172.9713349474005,0.4049894051793614,0.9999784252125801
2016-10-17,4225,4172.464740769015,0.4169465018332111,0.9999709205619347
2016-10-18,4226,4172.976956023912,0.4208178093340321,0.999953223931588
2016-10-19,4227,4172.971625163275,0.4287966256882909,0.9999255021351283
2016-10-20,4228,4172.970608954489,0.436741198773898,0.999871349355977
2016-10-21,4229,4172.979698079255,0.4446055707995612,0.999816718376699
2016-10-24,4230,4172.98604690695,0.45249169121468313,0.9997658646631965
2016-10-25,4231,4172.95773080146,0.4606529301471464,0.9997245946251808
2016-10-26,4232,4172.989477121351,0.46833748316387913,0.9996790428917683
2016-10-27,4233,4172.966549914275,0.4764559530613114,0.9995977421510589
2016-10-28,4234,4173.0125087500855,0.4840277083326544,0.999917829962883
2016-10-31,4235,4139.05183036677,0.7614934097875361,0.9996728019795066
2016-11-01,4236,4143.74352974367,0.7321942083835749,0.9802220238780477
2016-11-02,4237,4139.292105866319,0.7754594772514388,0.9990576407862688
2016-11-03,4238,4172.995961125195,0.5159050704349587,0.9997184684766611
2016-11-04,4239,4190.15313019354,0.38767356989253837,0.9749567973575222
2016-11-07,4240,4180.56230213667,0.47172776082007906,0.981588496850067
